source_city,violation_code,violation_description,violation_points,violation_count
Chicago,25,"TOXIC ITEMS PROPERLY STORED, LABELED AND USED",null,6038
Chicago,25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD,null,6038
Chicago,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,null,5668
Chicago,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",null,5596
Chicago,1,"SOURCE SOUND CONDITION, NO SPOILAGE, FOODS PROPERLY LABELED, SHELLFISH TAGS IN PLACE",null,5596
Dallas,,,2,5539
Dallas,,,4,5539
Dallas,,,3,5539
Dallas,,,1,5539
Dallas,40,Milk container dispensing tube shall be cut.......,1,5319
Dallas,40,Reuse of single service articles,1,5319
Dallas,40,Single use articel wrapped or dispensed,1,5319
Dallas,40,Reuse of Mollusk & crustacea shells,1,5319
Dallas,40,Reuse of single service articles,2,5319
Dallas,40,"Handle & dispense of cleaned utensils, single-use",1,5319
Dallas,40,Store single-service item in original package,1,5319
Dallas,27,"Bed and Breakfast Hot and Cold Holding, Equipment capacity",2,4830
Dallas,27,"Cooling, heating, and holding capacities. Equipment",1,4830
Dallas,27,"Cooling method, criteria -  smaller portions",2,4830
Dallas,27,Cool TCS foods using other effective means,2,4830
Dallas,27,"Cooling method, criteria - using ice bath",2,4830
Dallas,27,"Cooling method, criteria - placing the food in shallow pans",2,4830
Dallas,27,Cool TCS foods using proper methods,2,4830
Dallas,27,"Cooling method, criteria - rapid cooling equipment",2,4830
Dallas,27,Cool TCS foods using ice as an ingredient,2,4830
Dallas,27,"Cooling, heating, and holding capacities. Equipment",2,4830
Dallas,38,Thawing. under running water criteria -thawed RTE <41F,1,4743
Dallas,38,"Time/temperature controlled for safety food, slacking",1,4743
Dallas,38,Thawing. under running water criteria - water velocity,1,4743
Dallas,38,TCS food shall be thawed as part of a cooking process if the food that is frozen is thawed in a,1,4743
Dallas,38,"Except as specified in paragraph (4) of this subsection, time/temperature controlled for safety",1,4743
Dallas,38,TCS food shall be thawed using any procedure if a portion of frozen ready-to-eat food is thawed,1,4743
Dallas,38,Thawing. under running water criteria - < 4 hours,1,4743
Dallas,38,"Time/temperature controlled for safety food, slacking. Food temperature at 5 degrees Celsius (41",1,4743
Dallas,38,Thawing. under running water criteria,1,4743
Dallas,38,Frozen food. Stored frozen foods shall be maintained frozen,1,4743
Dallas,38,Thawing. under running water criteria  (70 degrees Fahrenheit) or below;,1,4743
Dallas,38,Thawing. Under  refrigeration,1,4743
Dallas,15,Bare hands contact with ready-to-eat foods,3,4685
Dallas,15,Contact RTE Products w/ Bare Hands,3,4685
Dallas,15,Highly susceptible population--bare hand contact prohibited,3,4685
Dallas,15,Limit bare hand contact with all other foods,3,4685
Dallas,15,Bare hands contact with ready-to-eat foods,2,4685
Dallas,15,Contact RTE Products w/ Bare Hands,2,4685
Dallas,15,Written procedures maintained for bare hand contact,2,4685
Chicago,44,"UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED",null,4559
Chicago,44,ONLY AUTHORIZED PERSONNEL IN THE FOOD-PREP AREA,null,4559
Chicago,19,PROPER REHEATING PROCEDURES FOR HOT HOLDING,null,4346
Chicago,19,"OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED",null,4346
Dallas,25,HACCP-Additional Scientific Data Support,2,4075
Dallas,25,Compliance HACCP Monitoring CCP,2,4075
Dallas,25,HACCP-Plan submitted,2,4075
Dallas,25,"Obtain variance: sprouting seeds or beans, such as wheat grass and Alfa spouts",2,4075
Dallas,25,When plans are required.  The remodeling of a food establishment or a change of type of food est,2,4075
Dallas,25,Compliance and Enforcement Variances-documentatio,2,4075
Dallas,25,HACCP-PIC action to be taken,2,4075
Dallas,25,Obtain variance: Molluscan shellfish life-support system display tank,2,4075
Dallas,25,Chemical sanitizer generated by a device on-site shall be produced by a device that displays the,2,4075
Dallas,25,Reduced Oxygen HACCP Plan - packaged,2,4075
Dallas,25,Have HACCP plan: reduced oxygen packaging,2,4075
Dallas,25,Rodent control: using control methods,2,4075
Dallas,25,"Controlling pests. The presence of insects, rodents, and other pests shall be controlled to elim",2,4075
Dallas,25,Reduces oxygen package,3,4075
Dallas,25,Obtain Variance: reduce oxygen packaging,2,4075
Dallas,25,HACCP-Method for monitoring & controlling,2,4075
Dallas,25,Reduces oxygen package-safe operation training,2,4075
Dallas,25,Curing food obtain variance,2,4075
Dallas,25,HACCP-Categorization of  the types of TCS foods,2,4075
Dallas,25,"Controlling pests. The presence of insects, rodents, and other pests shall be controlled to elim",1,4075
Dallas,25,HACCP Approved Procedures,2,4075
Dallas,25,HACCP CORRECTIVE ACTIONS C.C.P.,2,4075
Dallas,25,Variance for smoking food preservation,2,4075
Dallas,25,Chemical sanitizer generated by a device located on-site shall be produced by a device that is o,2,4075
Dallas,25,Obtain Variance: using food additives or adding components such as vinegar: as a method of food,2,4075
Dallas,25,Non PFH beverages container may be refilled,2,4075
Dallas,25,Preparing food determined by the regulatory authority to require a variance,2,4075
Dallas,25,Devices used for on-site generation of chemicals used in the washing/peeling of fruits and veget,2,4075
Dallas,25,HACCP-Employee and Supervisory Training Plan,2,4075
Dallas,25,HACCP-Identifying each Critical Control Point,2,4075
Dallas,25,HACCP-Diagram Identifying CCP w/ ingredients,2,4075
Dallas,25,HACCP-Critical limits of each CCP,2,4075
Dallas,25,Reduces oxygen package,2,4075
Dallas,25,Maintain CCP Documentation Records,2,4075
Dallas,25,HACCP-Formulations & procedural control,2,4075
Dallas,25,Prevention of Clostridium Botulinum by ph 4.6<,2,4075
Dallas,25,Reduces oxygen package-procedures (2)( E),2,4075
Dallas,25,Have HACCP Plan: Molluscan shellfish display tanks,2,4075
Dallas,25,Compliance HACCP Verification,2,4075
Dallas,25,HACCP Plan Record to be maintained,2,4075
Dallas,25,HACCP-Verify employee is following standard,2,4075
Dallas,33,Two-comp. sink-detergent-sanitizer label  instruction,2,3954
Dallas,33,Warewashing manufacturer's operating instuctions,2,3954
Dallas,33,Washing procedures selected based on type,2,3954
Dallas,33,"Warewashing machine, sink - cleaned every 24 hrs",2,3954
Dallas,33,"Warewashing sinks and drain boards, self-draining.",2,3954
Dallas,33,Two comp. sink - no continuous warewahing process,2,3954
Dallas,33,"Warewash - Wash cycle temp. of multitank, conveyor,",2,3954
Dallas,33,"Mechanical warewashing equip., sanitization pressure",2,3954
Dallas,33,Sink used to wash cloths/produce or thaw food,2,3954
Dallas,33,Warewashing machine data plate w conveyor speed,2,3954
Dallas,33,"Bed and Breakfast -- Manual. A three compartment sink shall be used if washing, rinsing and sani",2,3954
Dallas,33,Rinsing procedures -  2 compartment sink,2,3954
Dallas,33,Rinsing procedures - CIP,2,3954
Dallas,33,Washed immediately after application of sanitizer,2,3954
Dallas,33,"Mech. warewash, hot water sanitizing, other machines",2,3954
Dallas,33,Manual warewashing-hot water sanitizing 171øF,2,3954
Dallas,33,"Warewashing machines, flow pressure device",2,3954
Dallas,33,Warewash- Wash cycle temp. of dual temp. machine,2,3954
Dallas,33,"Mechanical warewashing equip., wash solution temp.",2,3954
Dallas,33,"Warewashing machine, sink - cleaned before use",2,3954
Dallas,33,"Mechanical warewashing, hot water sanitizing",2,3954
Dallas,33,"Manual warewashing equipment, wash solution temp.",2,3954
Dallas,33,"Warewashing equipment, clean solutions.",2,3954
Dallas,33,Before a two-compartment sink is used criteria,2,3954
Dallas,33,Two-compartment sink make up and drain sanitizer,2,3954
Dallas,33,Service sink or one curbed cleaning facility provided,2,3954
Dallas,33,"Warewash- Wash cycle temp. of single tank, conveyor",2,3954
Dallas,33,Sink compartments shall be large enough,2,3954
Dallas,33,"Warewashing machine, sink - cleaning frequency",2,3954
Dallas,33,"Warewashing - Soiled ware  loaded into rack, tray",2,3954
Dallas,33,Rinsing Equipment and Utensils after Cleaning and Sanitizing,2,3954
Dallas,33,Detergent-sanitizer for CIP,2,3954
Dallas,33,Warewashing machines not apply to pumped rinse,2,3954
Dallas,33,Warewashing machine recycles sanitizing solution,2,3954
Dallas,33,"Manual ware washing, sink compartment requirement",2,3954
Dallas,33,Warewashing machines auto. dispense detergents,2,3954
Dallas,33,Remove soils from equipment & utensils,2,3954
Dallas,33,Warewash - Wash cycle temp. of chem. Sanitizer,2,3954
Dallas,33,"Warewashing equipment, cleaning agents",2,3954
Dallas,33,Warewashing machine data plate w required temp.,2,3954
Dallas,33,Washed as specified - oversized equipment,2,3954
Dallas,33,Sanitizing solution intergrated in dish. machine,2,3954
Dallas,33,Rinsing procedure - alternative manual warewashing,2,3954
Dallas,33,Detergent-sanitizer must be approved,2,3954
Dallas,33,Water maintained at 171øF or above for manual wash,2,3954
Dallas,33,Rinsing procedures - 3 compartment sink,2,3954
Dallas,33,Manual warewashing-hot water sanitizing basket,2,3954
Dallas,30,Food Establishment Permit,1,3765
Dallas,30,Food Establishment Permit,2,3765
Dallas,30,Does Establishment have a current valid permit posted?,2,3765
Dallas,30,Bed and Breakfast Establishments,2,3765
Chicago,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",null,3764
Chicago,11,FOOD OBTAINED FROM APPROVED SOURCE,null,3764
Dallas,12,"Has been exposed to, or is the suspected source of, a confirmed disease outbreak, because the fo",3,3672
Dallas,12,PIC notify regulatory authority when a food employee is jaundiced or diagnosed with an illness,3,3672
Dallas,12,Report Sickness,3,3672
Dallas,12,Report Disease -hepatitus A virus,3,3672
Dallas,12,Gloves Single Use,3,3672
Dallas,12,Reporting diagnosed shiga toxin-producing E. Coli,3,3672
Dallas,12,Lesions containing pus such as a boil or infected wound that is open or draining,3,3672
Dallas,12,Gloves Single Use,2,3672
Dallas,12,"Had a previous illness, diagnosed by a Health Practitioner, within the past 3 months due to Salm",3,3672
Dallas,12,Report Sickness,2,3672
Dallas,12,Applicant must report vomiting symptoms,3,3672
Dallas,12,Sore throat with fever Symptoms,3,3672
Dallas,12,"Licensures food employee exhibits or reports a symptom, or diagnosed illness EXCLUDED or RESTRIC",3,3672
Dallas,12,"PIC ensure conditional employee who exhibits or reports a symptom, or who reports diagnosed illn",3,3672
Dallas,12,Lesionson on other parts of the body,3,3672
Dallas,12,A food employee or conditional employee shall report to PIC the information as specified under (,3,3672
Dallas,12,A food employee shall comply with an exclusion or RESTRICTION,3,3672
Chicago,8,HANDS CLEAN & PROPERLY WASHED,null,3463
Chicago,8,"SANITIZING RINSE FOR EQUIPMENT AND UTENSILS:  CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME",null,3463
Chicago,24,TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS,null,3315
Chicago,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",null,3315
Chicago,12,FOOD RECEIVED AT PROPER TEMPERATURE,null,3061
Chicago,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",null,3061
Chicago,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",null,2478
Chicago,6,"HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS.",null,2478
Chicago,14,"REQUIRED RECORDS AVAILABLE: SHELLSTOCK TAGS, PARASITE DESTRUCTION",null,2307
Chicago,14,"PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090",null,2307
Chicago,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",null,2277
Chicago,9,NO BARE HAND CONTACT WITH RTE FOOD OR A PRE-APPROVED ALTERNATIVE PROCEDURE PROPERLY ALLOWED,null,2277
Chicago,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,null,2221
Dallas,01,"Cooling -- total 6 hours, 135-41øF",3,2197
Dallas,01,"Cooling -- within 2 hours, 135-70øF",3,2197
Dallas,01,Raw shelled eggs immediately placed at 41øF,3,2197
Dallas,01,Cooling -- ingredients from ambient within 4 hours to 41øF,3,2197
Dallas,01,Cooling -- ingredients from ambient within 4 hours to 41øF,2,2197
Chicago,28,* INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS,null,1911
Chicago,28,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, & USED",null,1911
Dallas,23,"Public Water, Plumbing, and Waste Water Distribution Approved",2,1848
Dallas,23,Water pressure specifications,3,1848
Dallas,23,"Water, Plumbing, and Waste Water Distribution",2,1848
Dallas,23,Does the establishment have sufficient capacity to meet peak hot water demands?,2,1848
Dallas,23,"Water, Plumbing,& Waste Water - Pressure",2,1848
Dallas,23,No Water,2,1848
Dallas,23,"Water, Plumbing, and Waste Plumbing Systems- Inspection and serving",2,1848
Dallas,23,Water capacity specifications,2,1848
Dallas,23,Water pressure specifications,2,1848
Dallas,23,"Water, Plumbing, and Waste Plumbing Systems-piping",2,1848
Dallas,23,"Private Water, Plumbing, and Waste Water Distribution-Approved",2,1848
Chicago,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,null,1807
Chicago,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,null,1742
Dallas,26,<<CONSUMER ADVISORY(HEIMLIC/SHELLFISH/BUFFET>>,2,1689
Dallas,26,"Food Labeling-consumer,nutritional information",2,1689
Dallas,26,<<CONSUMER ADVISORY(HEIMLIC/SHELLFISH/BUFFET>>,1,1689
Dallas,26,Consumer Advisory--salad bar or buffet --- use of clean tableware to return,2,1689
Dallas,26,Consumer Advisory--Reminder specifications,2,1689
Dallas,26,Consumer Advisory Disclosure---asterisking,2,1689
Dallas,26,Consumer Advisory--Disclosure--description criteria,2,1689
Dallas,26,Food Consumer Advisory-raw food,2,1689
Dallas,26,Whole - muscle undercook label/pkg/prep on site,2,1689
Dallas,26,Non Pasteurized Juice properly labeled,2,1689
Dallas,26,"Advisory- ""consuming raw#."" alternate text",2,1689
Dallas,26,Allergen Labeling,2,1689
Dallas,26,"Advisory-""consuming raw or undercooked#"" text",2,1689
Chicago,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,null,1459
Chicago,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",null,1439
Chicago,26,PASTEURIZED FOODS USED; PROHIBITED FOODS NOT OFFERED,null,1439
Dallas,13,"Discharges from the Eyes, Nose, a3nd Mouth",3,1367
Dallas,13,Exclusions and Restrictions,3,1367
Chicago,13,"NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS",null,857
Chicago,13,"FOOD IN GOOD CONDITION, SAFE, & UNADULTERATED",null,857
Dallas,11,Food Disposition-Contaminated Food by contact,3,822
Dallas,11,"Food Disposition, Contaminated Food",3,822
Dallas,11,Food Donations - Distressed foods,3,822
Dallas,11,Food Donations Labeling,3,822
Dallas,11,Food Disposition - reconditioned Food,3,822
Dallas,11,"Distressed merchandise, segregation and location",3,822
Dallas,11,"Food Donations- transpotation,storage & reheat",3,822
Dallas,11,Donated TCS food cold hold 41øF,3,822
Dallas,11,Food not re-served after being served or sold to consumer,3,822
Dallas,11,Food Disposition - Contaminated by employee,3,822
Dallas,11,"Distressed merchandise, segregation and location",1,822
Dallas,11,Food Donations-No previously served may donate,3,822
Chicago,64,MISCELLANEOUS / PUBLIC HEALTH ORDERS,null,706
Chicago,15,UNWRAPPED AND POTENTIALLY HAZARDOUS FOOD NOT RE-SERVED,null,579
Chicago,15,FOOD SEPARATED AND PROTECTED,null,579
Chicago,70,NO SMOKING REGULATIONS,null,558
Dallas,05,Commercially processed ready-to-eat (RTE) food reheat 135øF or above,2,547
Dallas,05,<<<RAPID REHEATING (165øF in 2 HOURS)>>>,3,547
Dallas,05,Reheat 165øF--microwave,3,547
Dallas,05,Roasts reheat for hot holding,3,547
Dallas,05,Commercially processed ready-to-eat (RTE) food reheat 135øF or above,3,547
Dallas,05,Reheat from 41øF to 165øF within 2 hours and/or Commercially processed RTE foods reheated from 4,3,547
Dallas,05,Rapidly reheat 165øF for hot holding,3,547
Chicago,4,PROPER USE OF RESTRICTION AND EXCLUSION,null,531
Chicago,4,"SOURCE OF CROSS CONTAMINATION CONTROLLED I.E. CUTTING BOARDS, FOOD  HANDLERS, UTENSILS, ETC",null,531
Chicago,27,"TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES",null,408
Chicago,27,FOOD ADDITIVES: APPROVED AND PROPERLY USED,null,408
Dallas,6,Discard PHF is exceeds time/temp combinations,3,286
Chicago,46,GLOVES USED PROPERLY,null,261
Chicago,20,"INSIDE CONTAINERS OR RECEPTACLES: ADEQUATE NUMBER, PROPERLY COVERED AND INSECT/RODENT PROOF",null,231
Chicago,20,PROPER COOLING TIME AND TEMPERATURE,null,231
Chicago,62,COMPLIANCE WITH CLEAN INDOOR AIR ORDINANCE,null,198
Chicago,7,WASH AND RINSE WATER: CLEAN AND PROPER TEMPERATURE,null,165
Chicago,7,"NO DISCHARGE FROM EYES, NOSE, AND MOUTH",null,165
Chicago,17,"PROPER DISPOSITION OF RETURNED, PREVIOUSLY SERVED, RECONDITIONED & UNSAFE FOOD",null,161
Chicago,17,POTENTIALLY HAZARDOUS FOOD PROPERLY THAWED,null,161
Dallas,08,Raw shell eggs received at 45øF or less,3,105
Dallas,08,A food labeled frozen and shipped frozen shall be received frozen,3,105
Dallas,08,TCS with previous temperature abuse @ receipt,3,105
Dallas,08,Specifications for Receiving temperature at 41øF or less,3,105
Dallas,08,Cooked TCS foods received at 135øF or less,3,105
Dallas,04,Raw eggs prepared for immediate service cooked to 145øF for 15 seconds,3,84
Dallas,04,Microwave cooking criteria (heated to 165øF),3,84
Dallas,04,"Are all other raw animal foods (such as seafood, pork) cooked to 145øF for 15 seconds",3,84
Dallas,04,"Is whole-muscle, intact beef steaks cooked to surface temperature of 145øF on top and bottom",3,84
Dallas,04,"Fruits, vegetables or other plant based foods cooked to a minimum of 135øF for hot holding",3,84
Dallas,04,Is Poultry; stuffed fish/meat/pasta/poultry/ratites cooked to 165øF for 15 seconds,3,84
Chicago,63,REMOVAL OF SUSPENSION SIGN,null,48
Dallas,17,Unapproved food or color additives. Prohibited,3,48
Dallas,17,Unapproved food or color additives level. Prohibited,3,48
Dallas,17,Drying agents: Contains safe components,3,48
Dallas,17,Toxic materials/ lubricants,3,48
Dallas,17,Drying agents: Generally Regarded as Safe,3,48
Dallas,17,Food may not contain unapproved additives or additives that don't exceed CFR criteria,3,48
Dallas,9,Reduces oxygen package - fish requirement,3,27
Dallas,9,Reduced Oxygen HACCP Plan,3,27
Dallas,16,Raw or partially cooked animal food and raw seed sprouts not served,3,23
Dallas,16,No bare hand contact @ HSP establishment,3,23
Dallas,16,Substitued pasteurized eggs/broken eggs....,3,23
Dallas,7,Private homes/ living or sleeping quarters,3,21
Dallas,7,"Eggs and milk products, pasteurized",3,21
Dallas,7,Private homes/ living or sleeping quarters,1,21
